ID,Average velocity
52,2.007075050587636
67,1.5510527465160349
330,1.8365708312108344
460,1.9386009653039533
641,1.4618874697399085
1057,1.8644512751495967
1093,1.4583032037964596
1146,2.0141310181208785
1308,2.0850444867079583
1487,2.110830301244364
1578,1.435895938368897
1581,1.6491074682354545
1720,1.530033990589702
1747,1.3707609867649768
1795,1.4535808350339965
1829,1.498488043015477
1831,1.3750915006427678
1862,1.6327242034706275
1890,1.377735327307344
2014,2.0728743599984707
2024,1.929493424769269
2083,1.8550757876475903
2087,1.9115460401566953
2212,1.326628444928503
2216,1.40911473197828
2243,1.5046310938337961
2297,2.067926290837241
2423,1.3372179024224817
2428,2.053688568261718
2487,1.3372901200491205
2496,2.183472604913665
2838,1.3823860409127258
2909,1.4264796038829912
2932,1.5845754938852639
2987,1.4473986350403438
3038,2.1404202093459013
3044,1.8552161512531202
3045,1.8582846935429853
3432,2.012111666965867
3629,1.543800889659893
4141,1.8825607058555558
8101,2.2148768791329028
8104,2.117552001007083
8277,2.1077285306506113
8897,1.5857202829680246
9064,2.242731727076696
50000090,1.537718839800308
50010049,1.401074361598848
50020046,1.576187295282987
50020061,2.277221089249312
50020062,1.9604268710382675
50020063,1.92803112021825
50020064,1.9319251903287862
50020065,1.5822678441848397
50020066,1.5653463322827268
50020067,1.3692202102165774
50020068,1.362803110554348
50040332,1.908644373470449
100000124,1.5372107240827138
100001221,1.9121233625111085
100001256,1.3730075353486157
100001781,1.244866177381408
100001827,1.3333560988350857
100002442,1.9149248826475327
100002464,2.0745053323798572
100002471,1.665247243314791
100002748,1.3997197573843245
100003452,1.9819907875610279
100003630,1.7484420974887669
100004077,1.9007461806300114
100004106,1.9178464882741975
100004221,2.0269922157809463
100004326,1.708580519142983
100004417,2.1056536290461976
100004539,1.501037949259855
100004896,1.344476200680651
100004980,1.4561305621156904
100005084,1.9745024030247187
100005145,1.9886504487665868
100005343,2.2770305100775667
100005456,1.3662713543110112
100005597,1.412708257302818
100005643,2.255901565229076
100005707,1.392887563507407
100005773,1.3305775788212668
100005812,1.4394163366537518
100005921,1.4608751190939424
100006025,2.0561358935837455
100006029,2.055472992832717
100006140,1.9126103610132155
100006199,2.0255927648985272
100006235,1.921164514545461
100006421,2.1385237482415067
100006719,1.5537559092144118
100006855,1.5019187452468488
100007084,1.3212597623356772
100007154,1.7841459902268373
100007156,1.8104799184412714
100007209,1.878207337925056
100007316,1.384855778434997
100007393,1.8850144679152487
100007394,2.0619857472536434
100007428,2.077707251259984
100007643,1.3443415742714697
100008079,1.964462312356395
100008106,1.985561112322542
100008203,1.3063642627799967
100008484,1.4405419184718822
100008497,1.451577335445402
100008709,1.3809635073812094
100008920,1.4161845977951502
100009037,2.049503838790277
100009040,2.150975334228598
100009208,1.9122382176029122
100009256,2.05853179455097
100009285,1.8685902038471882
100009294,2.225484399952685
100009326,2.042816053944215
100009451,2.065228263089086
100009453,2.0663994547327924
100009499,1.327172189075557
100009503,1.507722684665303
