ID,Minimum PET
250060036,-8.5
250060037,-9.0
250080018,inf
250080038,-13.75
250080039,-14.0
250080040,inf
250080041,11.0
250090035,-15.0
250120051,-16.0
250130022,-9.75
250130026,15.75
250130027,15.5
250140035,-4.75
250140047,-17.25
250140048,-6.5
250140049,inf
250150133,-1.75
250180104,-4.25
250180133,-6.75
250190458,-8.0
250190459,inf
300000239,inf
300000262,inf
300000322,-7.25
300000385,-7.75
300000400,5.5
300000496,inf
300000545,6.0
300000998,10.75
300001372,inf
300001806,-5.5
300002094,-9.0
300002097,-11.5
350000097,inf
350000098,-7.5
350000099,5.5
350000100,inf
350000101,6.25
350020054,-9.0
