ID,Crossing_times
200005103,4.25
200005112,4.5
200005155,4.5
200005156,4.5
200005183,4.5
200005230,6.5
200005755,6.0
200006000,4.5
200006081,6.75
200006147,4.25
200006339,4.5
200006944,6.5
200007006,4.5
200007023,4.25
200007084,4.25
200007288,4.0
200007289,4.0
200007394,4.75
200007502,6.5
200007503,6.5
200007837,7.25
200007858,7.25
200007860,7.25
200008053,4.75
200008083,4.25
200008086,4.5
200008337,4.5
200008343,4.25
200008344,4.5
200008378,4.25
200008449,4.5
200008490,7.0
200008633,6.25
200008666,6.5
200008717,6.25
200009024,4.5
200009254,4.25
200009284,4.5
200009380,4.75
200009382,4.5
200009384,4.75
200009480,7.25
200009560,7.0
200010000,4.75
200010007,4.25
200010105,7.25
200010217,4.75
200010257,4.0
200011224,4.5
200011280,5.0
200011880,9.0
200011883,9.25
200012185,4.75
200012567,6.0
200012689,6.75
200012723,6.5
200013012,6.25
200013055,4.25
200013067,4.25
200013164,4.5
200013166,4.75
200013314,4.5
200013318,4.75
200013319,4.5
200013414,4.75
200013445,4.25
200013504,4.25
200013540,7.5
200013544,6.25
200013830,6.25
200014043,4.5
200014080,4.5
200014202,4.5
200014258,4.75
200014394,7.25
200014414,6.25
200014511,6.5
200014643,6.5
200014644,7.25
200014646,7.75
200014647,7.75
200014693,7.25
200014720,7.0
200014742,7.5
200014914,6.25
200015006,4.5
200015042,4.5
200015067,4.25
200015079,4.75
200015128,4.5
200015163,6.25
200015615,6.25
200015739,6.0
200015741,6.25
200018494,6.5
200018495,6.25
200019174,4.75
200019348,4.5
250000077,4.5
250010160,7.75
250040019,6.0
250040059,6.5
250040060,6.5
250040061,4.25
250050051,6.25
250060035,4.5
250060036,4.5
250060037,6.75
250080018,4.25
250080038,7.0
250080039,7.0
250080040,6.5
250080041,4.25
250090035,7.25
250120051,6.25
250130022,6.5
250130026,4.5
250130027,4.25
250140035,4.75
250140047,7.75
250140048,7.5
250140049,6.25
250150133,4.5
250180104,5.75
250180133,6.5
250190458,4.75
250190459,4.5
300000239,6.25
300000262,6.25
300000322,6.25
300000385,6.5
300000400,6.25
300000496,6.0
300000545,6.0
300000998,6.0
300001372,4.5
300001806,6.75
300002094,7.0
300002097,5.0
350000097,6.0
350000098,6.75
350000099,6.25
350000100,6.0
350000101,6.25
350020054,7.25
