ID,Average velocity
52,1.1438702134972063
67,1.2625554522780826
330,3.3557115200433305
460,2.021621038285324
641,2.848637249068757
1057,1.3808365814863879
1093,1.1103411031408803
1146,3.5543750520373774
1308,1.3069581762559912
1487,3.031207200994564
1578,1.1508118620037417
1581,1.082555318160968
1720,2.691607910430425
1747,1.536120806220728
1795,1.2070901023324465
1829,2.1882538099236983
1831,1.3170384031932818
1862,0.8893286452679536
1890,1.4578346560825843
2014,1.0847224412277316
2024,2.4843607975108033
2083,1.2907699054903863
2087,1.576505857181181
2212,1.2234669178025932
2216,1.0843239157239941
2243,0.8737305734390535
2297,1.6320802735925473
2423,2.612561047418367
2428,1.487908166014237
2487,1.2662994602674336
2496,2.173540430632367
2838,1.3893261279603395
2909,1.533727539120102
2932,2.5460783394218014
2987,1.3071246980009297
3038,2.3535123179410884
3044,1.4303916845073807
3045,1.424528341536616
3432,1.3753767289136083
3629,1.4878229212124132
4141,1.6162574704914827
8101,2.2611807280510647
8104,2.253691511604335
8277,2.9179799021771586
8897,1.1521902828168358
9064,1.0539533388730846
50000090,1.2625554522780833
50010049,1.150811862003742
50020046,0.8771450027157021
50020061,1.0558860348505121
50020062,2.4843607975108033
50020063,1.576505857181181
50020064,1.576505857181181
50020065,0.8771450027157021
50020066,0.8771450027157021
50020067,1.3893261279603393
50020068,1.3893261279603393
50040332,1.616257470491483
100000124,1.6963537473311998
100001221,1.1735488293655463
100001256,1.3066725894837348
100001781,0.7144157187452872
100001827,1.7350417304421575
100002442,2.7353877904769264
100002464,1.2523917959238906
100002471,1.4972034077324305
100002748,2.559042341196789
100003452,1.596932709809165
100003630,1.4373855493457548
100004077,1.109808186892314
100004106,1.3270355436909733
100004221,1.3550616003180598
100004326,1.0583981425098892
100004417,3.1106778969008655
100004539,1.3536538092199
100004896,1.5352252936888022
100004980,1.1172269609468362
100005084,1.687128651958914
100005145,0.7587273899239153
100005343,1.1270500604975886
100005456,3.286859950926259
100005597,0.9412735875881629
100005643,1.1744668628629584
100005707,1.4130183698983048
