ID,Average velocity
52,1.4029015830799139
67,1.3276124204802822
330,1.3131690910569591
460,1.3609463497430763
641,1.2851219117672323
1057,1.3321103904832816
1093,1.2829862065661612
1146,1.3553849000329399
1308,1.3712022509689494
1487,1.4604322284033442
1578,1.3125854119709284
1581,1.4961302766035
1720,1.293058285864407
1747,1.368459819758336
1795,1.3642920014454154
1829,1.3361732548461962
1831,1.3947621054876516
1862,1.2960011342818316
1890,1.2867653111900783
2014,1.4552321952134415
2024,1.3708026226829373
2083,1.3733097222639132
2087,1.3533948042921777
2212,1.3210000910943127
2216,1.3072045270253443
2243,1.4055412172043948
2297,1.4620125849913033
2423,1.3464588173248446
2428,1.4040170237234282
2487,1.349314485920504
2496,1.4085204545414134
2838,1.3283418677824816
2909,1.2780311788589924
2932,1.3691559737771903
2987,1.3581613135693378
3038,1.3130329276763741
3044,1.3299942067642223
3045,1.3302972674858988
3432,1.3969077936948981
3629,1.3016294842081706
4141,1.4435694741148297
8101,1.4771273378216994
8104,1.4568463327966228
8277,1.5650211490265304
8897,1.318642661861205
9064,1.4569543710298205
50000090,1.322412018607076
50010049,1.3084045579500725
50020046,1.335102159322716
50020061,1.4758756491755385
50020062,1.3914668255911846
50020063,1.3553602212965468
50020064,1.352515588040792
50020065,1.3317117280475048
50020066,1.3450261791636793
50020067,1.3282445744422562
50020068,1.3273695308312596
50040332,1.4393945813621876
100000124,1.252176499783029
100001221,1.3004688845004169
100001256,1.297904790550548
100001781,1.3588832452992543
100001827,1.2938345613536912
100002442,1.32351849932883
100002464,1.3601562229610824
100002471,1.3918606200662778
100002748,1.3519835278772812
100003452,1.3937665138778044
100003630,1.3910934720029107
100004077,1.3981499662991779
100004106,1.3766365671129381
100004221,1.3169697081341945
100004326,1.3048052577482023
100004417,1.3865521097725746
100004539,1.301982298952422
100004896,1.3383393240790937
100004980,1.2690126475444423
100005084,1.3792615733976066
100005145,1.3803261441651105
100005343,1.3581154216861853
100005456,1.3095868984172538
100005597,1.2585271959882436
100005643,1.420426578184488
100005707,1.2922282658046527
100005773,1.3440133330611053
100005812,1.2779372696992009
100005921,1.2909226183205469
100006025,1.3461356840361163
100006029,1.3072730860965616
100006140,1.3952600190320061
100006199,1.405127107872937
100006235,1.3600589360833328
100006421,1.411002388231998
100006719,1.2671081607450578
100006855,1.2863031542810208
100007084,1.3542987141075935
100007154,1.3504768510115865
100007156,1.3614126161337172
100007209,1.3561025053752678
100007316,1.349265856357357
100007393,1.362519365417569
100007394,1.458685581035385
100007428,1.4152585753396452
100007643,1.2982444873594503
100008079,1.4057105006136987
100008106,1.3912152077759001
100008203,1.367636741495029
100008484,1.306041522666732
100008497,1.3848231976968255
100008709,1.33826530854348
100008920,1.2774953988776971
100009037,1.4554812087163438
100009040,1.6113065556011226
100009208,1.3398420546909418
100009256,1.2811022699286136
100009285,1.310109991774738
100009294,1.4121909715695062
100009326,1.3831360727100217
100009451,1.3819010548290311
100009453,1.3819726957278853
100009499,1.3455639935577208
100009503,1.3588446492160562
100009505,1.3426148261372866
100010037,1.5017601758798107
100010064,1.3149843544492357
100010980,1.4654607897844387
100011005,1.350930514618063
