Wall time,Step,Value
1667650500.6678855,10000,-24.04172134399414
1667650503.3848236,20000,-26.978897094726562
1667650506.4660084,30000,-164.50315856933594
1667650509.1802955,40000,-33.90853500366211
1667650512.4949343,50000,21.559818267822266
1667650515.330875,60000,-8.004562377929688
1667650518.6008306,70000,-38.88822555541992
1667650521.4326112,80000,40.31622314453125
1667650524.2144902,90000,14.03323745727539
1667650527.3216176,100000,37.8065071105957
1667650530.0789218,110000,17.327180862426758
1667650533.1954913,120000,37.60598373413086
1667650535.951543,130000,-45.41971969604492
1667650539.041218,140000,13.106963157653809
1667650541.8779123,150000,39.84087371826172
1667650545.1117475,160000,36.12017059326172
1667650547.856174,170000,26.077280044555664
1667650550.7042224,180000,36.73169708251953
1667650553.8045893,190000,53.06771469116211
1667650556.6390073,200000,25.77130126953125
1667650559.868358,210000,33.71240234375
1667650562.9084022,220000,27.150339126586914
1667650566.092277,230000,32.56330108642578
1667650568.8503363,240000,52.82527542114258
1667650572.2295587,250000,48.820560455322266
1667650575.16354,260000,36.50983428955078
1667650578.0907993,270000,62.13372802734375
1667650581.6006958,280000,43.55784225463867
1667650584.6349304,290000,-1.5840030908584595
1667650587.9438682,300000,34.44324493408203
1667650590.9741151,310000,45.48043441772461
1667650594.4548028,320000,54.18212890625
1667650597.5634604,330000,58.651180267333984
1667650600.9761808,340000,54.89393997192383
1667650604.0164108,350000,51.35508346557617
1667650607.0275795,360000,69.34626007080078
1667650610.6048746,370000,68.66763305664062
1667650613.7164218,380000,48.901065826416016
1667650617.377938,390000,69.18037414550781
1667650620.3681746,400000,73.65643310546875
1667650623.687456,410000,68.07099914550781
1667650626.8414533,420000,54.157569885253906
1667650629.8673778,430000,56.19639205932617
1667650633.2507384,440000,49.51520919799805
1667650636.1276803,450000,54.188926696777344
1667650639.6309001,460000,39.36457061767578
1667650642.6704144,470000,31.727699279785156
1667650646.2795827,480000,22.891773223876953
1667650649.3870952,490000,47.75285720825195
1667650653.0814579,500000,71.80224609375
1667650656.3092039,510000,70.09376525878906
1667650659.5047219,520000,69.32596588134766
1667650663.153257,530000,45.322330474853516
1667650666.1359372,540000,66.54776000976562
1667650669.4177535,550000,64.65335845947266
1667650672.3830032,560000,69.7940902709961
1667650675.6570897,570000,73.27295684814453
1667650678.497963,580000,-118.25407409667969
1667650681.7269764,590000,72.09379577636719
1667650684.5985434,600000,76.35286712646484
1667650687.4142108,610000,73.60140228271484
1667650690.5913618,620000,73.10774993896484
1667650693.4543405,630000,74.06340026855469
