Wall time,Step,Value
1667674832.4208834,10000,200.0
1667674835.577363,20000,200.0
1667674839.343668,30000,200.0
1667674842.4837322,40000,200.0
1667674846.0887406,50000,200.0
1667674849.1658819,60000,200.0
1667674853.225372,70000,200.0
1667674856.4240117,80000,200.0
1667674860.0976863,90000,200.0
1667674864.1103113,100000,200.0
1667674867.2627249,110000,200.0
1667674870.8524308,120000,200.0
1667674873.6908402,130000,200.0
1667674876.8971465,140000,200.0
1667674879.6665933,150000,154.0
1667674883.0810604,160000,200.0
1667674885.941775,170000,200.0
1667674888.790545,180000,174.8000030517578
1667674892.0026371,190000,170.60000610351562
1667674894.8137748,200000,200.0
1667674898.3537073,210000,165.39999389648438
1667674901.722878,220000,107.19999694824219
1667674905.7428484,230000,137.39999389648438
1667674909.6656919,240000,187.39999389648438
1667674913.8084795,250000,161.1999969482422
1667674916.9730418,260000,200.0
1667674920.0404618,270000,185.0
1667674923.4520352,280000,171.1999969482422
1667674926.875158,290000,172.60000610351562
1667674930.4568436,300000,171.39999389648438
1667674933.5331504,310000,135.0
1667674937.3809872,320000,190.1999969482422
1667674940.4363546,330000,120.4000015258789
1667674944.0044448,340000,155.60000610351562
1667674947.301211,350000,200.0
1667674950.4352012,360000,138.8000030517578
1667674953.886827,370000,200.0
1667674956.9872174,380000,166.8000030517578
1667674960.4788847,390000,150.60000610351562
1667674963.8936827,400000,141.60000610351562
1667674967.448853,410000,144.1999969482422
1667674970.3838897,420000,171.8000030517578
1667674973.8418005,430000,141.39999389648438
1667674977.8655312,440000,167.0
1667674981.1195958,450000,106.80000305175781
1667674984.6674836,460000,143.39999389648438
1667674987.574497,470000,128.0
1667674990.8882043,480000,112.80000305175781
1667674993.695303,490000,150.39999389648438
1667674997.1780686,500000,173.8000030517578
1667675000.0186136,510000,113.80000305175781
1667675003.074965,520000,172.1999969482422
1667675006.5163074,530000,177.39999389648438
1667675009.4762683,540000,92.19999694824219
1667675012.8124266,550000,124.4000015258789
1667675015.7549877,560000,91.80000305175781
1667675019.2573981,570000,118.80000305175781
1667675022.1772783,580000,63.79999923706055
1667675025.4764516,590000,76.19999694824219
1667675028.3329623,600000,120.4000015258789
1667675031.4264767,610000,82.0
1667675034.9349475,620000,80.80000305175781
1667675037.8730147,630000,73.5999984741211
1667675041.2805665,640000,63.400001525878906
1667675044.3705704,650000,85.4000015258789
1667675047.898323,660000,92.19999694824219
1667675050.9280965,670000,113.0
1667675054.2968268,680000,57.0
1667675057.305751,690000,53.20000076293945
1667675060.3635597,700000,87.80000305175781
1667675064.6135995,710000,56.400001525878906
1667675067.9838295,720000,55.400001525878906
1667675071.9136417,730000,84.19999694824219
1667675074.723285,740000,77.19999694824219
1667675077.9349287,750000,38.599998474121094
1667675080.8729634,760000,48.400001525878906
1667675084.5365555,770000,51.79999923706055
1667675088.7973413,780000,93.4000015258789
1667675092.3864157,790000,46.20000076293945
1667675095.719432,800000,87.80000305175781
1667675098.918896,810000,85.19999694824219
1667675102.998371,820000,62.20000076293945
1667675106.1554632,830000,52.79999923706055
1667675109.6886709,840000,88.5999984741211
1667675112.9768338,850000,102.0
1667675116.3806314,860000,74.0
1667675120.1430573,870000,74.80000305175781
1667675123.8212075,880000,68.80000305175781
1667675128.125011,890000,61.400001525878906
1667675131.8875637,900000,63.400001525878906
1667675135.2974207,910000,37.400001525878906
1667675138.0568995,920000,42.79999923706055
1667675141.1917176,930000,55.20000076293945
1667675143.9869652,940000,56.20000076293945
1667675146.806018,950000,36.20000076293945
1667675150.269503,960000,52.20000076293945
1667675153.822248,970000,98.19999694824219
1667675158.1509497,980000,46.20000076293945
1667675161.9234304,990000,44.79999923706055
1667675166.0689757,1000000,74.19999694824219
1667675169.414892,1010000,65.4000015258789
1667675172.847876,1020000,83.0
1667675175.846974,1030000,90.0
1667675178.8108745,1040000,81.0
1667675182.2976346,1050000,80.80000305175781
1667675185.4020295,1060000,50.20000076293945
1667675188.8025465,1070000,66.0
1667675191.7268484,1080000,37.599998474121094
1667675195.1280982,1090000,42.79999923706055
1667675198.0605116,1100000,46.400001525878906
1667675200.9496517,1110000,49.400001525878906
1667675204.442865,1120000,48.400001525878906
1667675208.0869148,1130000,50.599998474121094
1667675213.2468202,1140000,69.5999984741211
1667675217.5296257,1150000,73.80000305175781
1667675222.5275414,1160000,60.79999923706055
1667675225.519577,1170000,71.80000305175781
1667675228.860522,1180000,53.0
1667675231.7105322,1190000,54.599998474121094
1667675234.5728004,1200000,63.79999923706055
1667675237.9255311,1210000,49.79999923706055
1667675240.862096,1220000,56.20000076293945
1667675244.604229,1230000,56.400001525878906
1667675247.5185785,1240000,62.20000076293945
1667675250.8560421,1250000,82.4000015258789
1667675253.7817185,1260000,55.400001525878906
1667675257.09478,1270000,50.599998474121094
1667675259.918775,1280000,51.599998474121094
1667675262.8190556,1290000,53.400001525878906
1667675266.1911874,1300000,43.20000076293945
1667675269.1311178,1310000,45.400001525878906
1667675272.440577,1320000,61.0
1667675275.4373906,1330000,39.79999923706055
1667675279.2603564,1340000,48.79999923706055
1667675282.5702012,1350000,47.20000076293945
1667675286.0742376,1360000,51.20000076293945
1667675289.1164598,1370000,82.0
1667675291.9914188,1380000,78.4000015258789
1667675295.3849597,1390000,68.80000305175781
1667675298.254692,1400000,57.599998474121094
1667675301.6876614,1410000,49.20000076293945
1667675305.1109304,1420000,51.599998474121094
1667675308.5129967,1430000,68.4000015258789
1667675311.35597,1440000,50.400001525878906
1667675314.7351592,1450000,53.0
1667675317.568727,1460000,60.400001525878906
1667675320.4942994,1470000,41.79999923706055
1667675323.90357,1480000,62.400001525878906
1667675326.8352067,1490000,50.599998474121094
1667675330.2557244,1500000,46.79999923706055
1667675333.5444238,1510000,82.4000015258789
1667675337.0264716,1520000,49.20000076293945
1667675339.947875,1530000,52.0
1667675342.8094132,1540000,54.0
1667675346.1846914,1550000,71.4000015258789
1667675349.0519311,1560000,54.0
1667675352.3245754,1570000,79.5999984741211
1667675355.2151167,1580000,99.4000015258789
1667675358.4656413,1590000,84.4000015258789
1667675361.3162434,1600000,72.0
1667675364.9303045,1610000,78.0
1667675367.8548827,1620000,70.5999984741211
1667675370.717057,1630000,63.20000076293945
1667675374.0300975,1640000,64.4000015258789
1667675376.9374278,1650000,65.80000305175781
1667675380.2565272,1660000,66.5999984741211
1667675383.0739806,1670000,64.5999984741211
1667675386.497963,1680000,85.5999984741211
1667675389.4088414,1690000,56.20000076293945
1667675393.0012906,1700000,72.80000305175781
1667675396.049013,1710000,135.39999389648438
1667675398.9510126,1720000,102.4000015258789
1667675402.2952805,1730000,95.5999984741211
1667675405.1580367,1740000,111.5999984741211
1667675408.4594085,1750000,100.19999694824219
1667675411.282611,1760000,105.80000305175781
1667675414.783601,1770000,58.599998474121094
1667675417.751539,1780000,70.19999694824219
1667675421.1909747,1790000,57.20000076293945
1667675424.389861,1800000,60.79999923706055
1667675427.3309693,1810000,50.0
1667675430.7071931,1820000,57.400001525878906
1667675433.6525092,1830000,87.80000305175781
1667675437.049765,1840000,61.79999923706055
1667675439.9480126,1850000,68.0
1667675443.3340456,1860000,64.0
1667675446.2456164,1870000,56.20000076293945
1667675449.1769757,1880000,62.79999923706055
1667675453.6374972,1890000,91.19999694824219
