Wall time,Step,Value
1667674130.4923337,10000,200.0
1667674134.3382561,20000,200.0
1667674138.1092627,30000,200.0
1667674141.2984114,40000,200.0
1667674145.0728211,50000,200.0
1667674148.2162051,60000,200.0
1667674152.0839927,70000,200.0
1667674155.3343463,80000,200.0
1667674158.5379035,90000,200.0
1667674162.2553818,100000,200.0
1667674165.430318,110000,200.0
1667674169.0433908,120000,160.8000030517578
1667674172.1629767,130000,200.0
1667674175.7970097,140000,200.0
1667674179.1379545,150000,136.60000610351562
1667674182.9630291,160000,170.1999969482422
1667674186.2714798,170000,200.0
1667674189.5175672,180000,175.8000030517578
1667674193.4777727,190000,172.8000030517578
1667674196.9673922,200000,148.8000030517578
1667674200.9785845,210000,200.0
1667674204.5244246,220000,200.0
1667674208.500156,230000,169.39999389648438
1667674211.8116217,240000,200.0
1667674215.6839242,250000,200.0
1667674219.2773695,260000,200.0
1667674222.739376,270000,200.0
1667674226.6897354,280000,200.0
1667674229.925438,290000,200.0
1667674233.6570714,300000,200.0
1667674236.6423306,310000,169.8000030517578
1667674240.0075417,320000,144.1999969482422
1667674242.9390414,330000,172.8000030517578
1667674246.6996164,340000,167.1999969482422
1667674249.827708,350000,179.0
1667674253.4253235,360000,167.0
1667674256.971649,370000,135.8000030517578
1667674259.857318,380000,120.5999984741211
1667674263.3235927,390000,108.0
1667674266.3945532,400000,50.79999923706055
1667674269.7756865,410000,72.80000305175781
1667674272.7534156,420000,85.4000015258789
1667674275.6867213,430000,104.80000305175781
1667674279.4223692,440000,172.8000030517578
1667674282.410827,450000,113.19999694824219
1667674285.8016722,460000,107.0
1667674288.9494045,470000,87.4000015258789
1667674292.606357,480000,137.60000610351562
1667674295.678152,490000,57.79999923706055
1667674299.2181425,500000,111.19999694824219
1667674302.1488924,510000,113.4000015258789
1667674305.1166928,520000,127.80000305175781
1667674308.6639268,530000,74.5999984741211
1667674311.8797698,540000,87.4000015258789
1667674315.399698,550000,123.5999984741211
1667674318.333645,560000,114.4000015258789
1667674322.0817742,570000,96.0
1667674325.0622385,580000,106.5999984741211
1667674329.0660956,590000,145.8000030517578
1667674332.2019513,600000,92.19999694824219
1667674335.184272,610000,95.4000015258789
1667674338.5305746,620000,60.400001525878906
1667674341.4189775,630000,113.4000015258789
1667674345.2700913,640000,61.79999923706055
1667674348.277951,650000,110.0
1667674351.7023242,660000,107.19999694824219
1667674354.8687935,670000,122.19999694824219
1667674358.759466,680000,51.599998474121094
1667674361.8094459,690000,49.79999923706055
1667674364.7908802,700000,36.599998474121094
1667674368.268105,710000,50.599998474121094
1667674371.1946962,720000,49.0
1667674374.841338,730000,79.4000015258789
1667674377.7506506,740000,45.0
1667674381.188893,750000,45.400001525878906
