ID,Average velocity
52,0.8723006939550967
67,1.8412354627037706
330,0.9053675482158984
460,0.897474507148444
641,1.8394892038625763
1057,0.8914614812830493
1093,1.9817888840835998
1146,1.5943406940802254
1308,0.8991847744152994
1487,1.393539925596035
1578,1.3797397503055306
1581,1.675903818250982
1720,1.8392223748449452
1747,1.7996474458227185
1795,1.7616095008743964
1829,1.8321926819743966
1831,1.7932611900014637
1862,1.5198652280869933
1890,1.812549142635645
2014,0.7444063191747877
2024,0.9887087183280318
2083,0.8058161172068601
2087,1.0420303304459273
2212,1.9870953308876267
2216,1.973831213490201
2243,1.7046606019462454
2297,1.5065131456790484
2423,1.9864840033333988
2428,1.536590071543592
2487,1.925893971393445
2496,1.5223516388602685
2838,1.7919597838567094
2909,1.820073053691023
2932,1.6224996634892943
2987,1.5225256322142662
3038,0.8048370441040734
3044,0.8199577357716465
3045,0.818041665694906
3432,1.2924945560619876
3629,1.7249689003597901
4141,1.5458257782245974
8101,1.6192759072392378
8104,1.6265643302541775
8277,0.5198326445044696
8897,1.6212401852595355
9064,1.6409924233781483
50000090,1.828038509120903
50010049,1.3532849836775076
50020046,1.52785682654625
50020061,0.6589050812242554
50020062,0.9861870542648048
50020063,1.6561264858003204
50020064,1.5635010199431885
50020065,1.504545258330243
50020066,1.5139265424802402
50020067,1.7776656077432784
50020068,1.7923193341969692
50040332,1.5472725018740108
100000124,1.183377202068246
100001221,0.803378107466408
100001256,1.9599456135879902
100001781,1.7819186573628054
100001827,1.9154886928109773
100002442,0.8240100565611179
100002464,0.9240369051339495
100002471,1.8966219063360217
100002748,1.8520928297731667
100003452,1.5520764557373725
100003630,1.7771108282275256
100004077,0.7632937565700378
100004106,1.5830475548278573
100004221,0.9003809061472601
100004326,0.5097868265221667
100004417,0.730069009754371
100004539,1.8716258719415884
100004896,1.8680546199711603
100004980,1.816357738826099
100005084,1.6292433801942894
100005145,0.7895767875454831
100005343,0.5675119876304736
100005456,1.9247806428937557
100005597,1.7588637908236051
100005643,0.554895839280617
100005707,1.8053788685043048
100005773,1.789426874233599
100005812,1.8311456152419645
100005921,1.8251420419844564
100006025,0.7414610178966609
100006029,1.441313828290588
100006140,0.9934205024499039
100006199,0.7794915901000538
100006235,0.8299499927184496
100006421,0.5279546201937503
100006719,1.863784642175901
100006855,1.8669679255415883
100007084,1.929468284340196
100007154,0.9109371659676583
100007156,0.8922206721884387
100007209,0.7737115232080309
100007316,1.9376462447001381
100007393,0.8948243589835343
100007394,1.47284751726778
100007428,0.7148844864015292
