ID,Average velocity
52,1.2380323227290253
67,1.5455952613282684
330,1.1865003462461312
460,0.9896604631247243
641,1.508895969817103
1057,0.7991904680971206
1093,1.5034471661242002
1146,0.8777688076029687
1308,1.0124280465825604
1487,0.9830625810071267
1578,1.1374697926876
1581,0.8585993426735307
1720,1.5288651643326676
1747,1.4354797437789826
1795,1.5378433774852225
1829,1.4983083841933171
1831,1.5569171468750647
1862,1.4887718332712523
1890,1.5490250234065543
2014,0.8970436265537847
2024,0.8797682501153496
2083,1.0113387068826154
2087,1.1318641427824696
2212,1.465889236002242
2216,1.4763924692314008
2243,0.9555973916927766
2297,1.0340754907006546
2423,1.4521990123561226
2428,0.9792976574380142
2487,1.458145687180728
2496,1.069617430552519
2838,1.461061360145044
2909,1.4826669026179853
2932,1.0890742662920547
2987,1.087837205527812
3038,1.22763673437518
3044,1.1612792057275165
3045,1.1576396709143564
3432,1.1275771738302751
3629,1.5543884469532578
4141,1.0353717755545015
8101,1.0184963758554597
8104,1.005516134679652
8277,1.1667241080949347
8897,1.1087820091543064
9064,1.031381184490439
50000090,1.5333144271768957
50010049,1.1618280581607123
50020046,0.9558843151667575
50020061,0.820024044721594
50020062,0.8905284939695429
50020063,1.121768412780724
50020064,1.0625157986233482
50020065,0.9662000157939017
50020066,0.9649751322100748
50020067,1.464231203828898
50020068,1.4582501529446867
50040332,1.038301737956131
100000124,1.5081748930876535
100001221,1.0129056262926248
100001256,1.5141979621277417
100001781,1.4768713468293522
100001827,1.4583151214386678
100002442,1.0862089931623577
100002464,0.9676339032236224
100002471,1.5870890381385407
100002748,1.298353127907919
100003452,0.9694207983731379
100003630,1.4123087230868587
100004077,1.1230121523538843
100004106,1.0439621322745034
100004221,1.156449506424732
100004326,0.6508152911848951
100004417,1.0849170810552278
100004539,1.5088847546871373
100004896,1.4865304050412953
100004980,1.5000918183637717
100005084,1.0162334348457802
100005145,1.0923092586522063
100005343,1.0440290315527687
100005456,1.4811793294185027
100005597,1.4711626739707007
100005643,1.0043350160752964
100005707,1.4817166520012783
100005773,1.489348251006095
100005812,1.487590046819316
100005921,1.509418206644486
100006025,0.9717672787339928
