ID,Average velocity
52,2.183092706465055
67,1.993490376319289
330,2.231621808724494
460,2.01451394839187
641,1.8846372881068654
1057,2.2294111953787588
1093,1.945408179018464
1146,2.08545774782437
1308,2.0302219009188085
1487,2.0420818069775617
1578,1.8105360854060855
1581,1.7270829275910895
1720,1.9087461988170613
1747,1.689250975040518
1795,1.944887649486476
1829,1.722965956130609
1831,1.4776693084836814
1862,1.798651190054515
1890,1.8789858626305709
2014,2.295995983648169
2024,2.089918299535986
2083,2.118830603732985
2087,2.0249312201913012
2212,1.7161195729742758
2216,1.807960242922228
2243,1.5977751935591478
2297,2.026836102904094
2423,1.6628775622968472
2428,2.0923213175767374
2487,1.7698303756342613
2496,2.0665061892397394
2838,1.6614942366866225
2909,1.8947106001364962
2932,1.7869242081680397
2987,1.7715421636524835
3038,2.173650496360814
3044,2.1275740900112354
3045,2.1246925652674595
3432,2.022264079690754
3629,1.8436142935033517
4141,2.0319839881141117
8101,2.1529232517486876
8104,2.059215254651515
8277,2.1490217969063337
8897,1.8614673564800843
9064,2.1599943457133164
50000090,2.0159004258615925
50010049,2.036679955632543
50020046,1.7963522171375899
50020061,2.4502232303437665
50020062,2.0773269396887515
50020063,2.0229285860080015
50020064,2.026532581866832
50020065,1.8595834173890282
50020066,1.8303451865211862
50020067,1.6935844224487668
50020068,1.6878221165066332
50040332,2.0195481316109545
100000124,2.259921752951753
100001221,2.090309586055695
100001256,1.8518158281383748
100001781,1.4286595005860183
100001827,1.8781295876910185
100002442,2.0661437834771474
100002464,2.3635347473274444
100002471,1.7038485221435444
100002748,1.7072771839637195
100003452,2.034061474320204
100003630,1.6456287822685616
100004077,2.009792045354683
100004106,2.139323358326217
100004221,2.119292236220409
100004326,2.3106483340541955
100004417,2.0804674570863053
100004539,1.7729616430338366
100004896,1.6663230107105849
100004980,1.9049790922956464
100005084,2.0434897280214055
100005145,2.0349840811511193
100005343,2.266197629550436
100005456,1.8614494019172365
100005597,1.8587145529414617
100005643,2.2888056181555414
100005707,1.8224292980732368
100005773,1.6270579836332915
100005812,1.8793993284726715
100005921,1.9240936473570336
100006025,2.0850346899586936
100006029,2.179658048049549
100006140,2.257383307819545
100006199,2.109534862932838
100006235,2.0185243056075133
100006421,2.127137225252656
100006719,2.0063679342983956
100006855,1.8931938402741482
100007084,1.678536156705947
100007154,2.1383006350565474
100007156,2.123775844626015
100007209,2.121600010435459
100007316,1.7307693578586802
100007393,2.0251022913891528
100007394,1.9766802006819413
100007428,2.1559579133541655
100007643,1.9324852576143385
100008079,2.3499508910010434
100008106,2.217820152340425
100008203,1.683489479930378
100008484,1.7953170992354386
100008497,1.588000604112493
100008709,1.7351203869591763
100008920,2.0215660554274737
100009037,1.9890225863403443
100009040,2.2693674431706286
100009208,2.2888592565379486
100009256,2.154839621821436
100009285,2.182292566356348
100009294,2.194015188175215
100009326,2.06456521531085
100009451,2.1023440902941113
100009453,2.104156744484692
100009499,1.5092804452836195
100009503,1.698299598958886
100009505,1.522711280968248
100010037,2.080003687454464
100010064,2.131267781614049
100010980,2.046710237438285
100011005,1.6490670584831433
100011136,2.3347005408681922
100011148,1.9058549437804098
100011187,1.9863396728837142
100011398,1.9922674384678303
100011635,1.863913475242068
100012124,2.662587359886798
100012215,2.061406270563473
100012427,2.142685452491182
100012577,2.250322187380026
100014069,2.235265245699561
100014112,2.062246648374922
100014127,1.897968890309754
100014157,2.154694717449815
100014201,1.9890999247461352
100014258,2.2679161073080745
100014263,2.3243651976992235
100014295,2.142346926150745
100014296,2.1500269660626197
100014320,2.0087240594090963
100014380,1.981201215673808
100014414,1.9232663550901208
100014417,1.6786927888003518
100014486,1.8416981593164554
100014579,1.8216431477885235
100014602,1.8278085045979549
100014615,2.1251656184772756
100014644,1.6440200020062712
100014911,1.8188936742377613
100014938,1.8996501679736881
100015176,2.0480919521918413
100015229,1.696783097998325
100015296,2.3211954792050786
100017023,2.080369408009344
100017294,2.048702206219054
100018233,1.8782297048109597
100019446,1.8080405011573895
150030026,1.6937461689087983
150040004,1.6897025476121135
150040005,1.9215805702538689
150060033,2.1057548013569884
150060034,2.0241201705531466
150090052,2.185717489430044
150120040,2.262658393963127
150140003,2.657301904795464
150140035,1.7914757112537758
150140036,1.8504820281133194
150140037,2.1523507447286536
150140038,1.9190517544537096
150140039,1.983411994227241
150140040,1.9855815582405272
150140041,2.1365886846375766
150140042,2.144390960780761
150150045,1.8935054425419813
150150047,1.909214517446296
150170146,2.0785630832403177
200000101,2.133090679860092
200000102,2.0833805753723857
200000294,1.904938106756529
200000327,1.918201383457507
200000428,1.797121506375579
200000547,1.8429931087908806
200000898,1.8163188626296503
200000906,1.97539353567577
200000946,1.7615025103238429
200000966,1.92255803696411
200001102,1.8705351371801935
200001119,1.9908365347481354
200001516,1.785002090151328
200001517,1.78111595639832
200001646,1.7510206093626686
200002129,2.244853622803879
200002172,2.4157406882185684
200002175,2.4946544911604223
200002967,1.743251454773628
200003007,2.053213162380437
200003061,2.4433731154383787
200003142,1.9936099695052278
200003194,1.9836267972522197
200003283,2.2214318230785794
200003317,1.8607400049916312
200003369,1.7060889491274165
200003543,1.6693963451223899
200003849,1.8947291347788595
200003922,1.742168246927375
200004047,1.8928401579513598
200004060,1.9982722776609125
200004207,2.0446699756667854
200004269,2.08567902878675
200004297,2.0076934864568288
200004427,1.9979459380844042
200004494,1.8129347755484955
200004605,1.8725746109049015
200004914,1.9079434650365252
200004915,1.9212211540063948
200005102,1.9828333087524908
200005103,2.0271943555767575
200005112,1.9946675213727465
200005155,2.1469159993631175
200005156,2.1470896921151534
200005183,2.0867561563038373
200005230,1.9072602337207654
200005755,1.9323425812581168
200006000,2.258610140544766
200006081,1.948990055116063
200006147,2.2136162734102083
200006339,2.0493444371812712
200006944,1.858862531949139
200007006,2.0608637531885865
200007023,2.0526146508424974
200007084,2.140134621283082
200007288,2.084623592688415
200007289,2.084480325286262
200007394,2.290702290366612
200007502,1.9453347505969119
200007503,1.9529296513300265
200007837,1.9140137247687852
200007858,1.6599524710695475
200007860,1.6335982307334966
200008053,1.995775118034618
200008083,2.0968409123216483
200008086,2.4614708007889203
200008337,2.050325872540114
200008343,2.076833334798138
200008344,2.102537860721129
200008378,2.0127112817759474
200008449,2.041647878290134
200008490,1.7195024803285979
200008633,1.890799198507379
200008666,1.6690711370923963
200008717,1.5234908992431349
200009024,2.3341613761000675
200009254,2.0710987007725894
200009284,2.121420071029755
200009380,1.9993535674058085
200009382,2.0529150661876643
200009384,2.0279715189077736
200009480,1.8320198630935247
200009560,1.7837089790092095
200010000,2.10166605437454
200010007,2.1076260233177813
200010105,1.5799872318198271
200010217,2.2662211464574074
200010257,2.0970987623350847
200011224,2.2628427437487457
200011280,2.331432105481133
200011880,1.7062243168680729
200011883,1.7080657857500225
200012185,2.1681640582528767
200012567,1.7876008539186723
200012689,1.6379205693040058
200012723,1.9066127326239763
200013012,1.8815433449610615
200013055,2.1110818510222904
200013067,2.0855191702261324
200013164,2.1846241790842846
200013166,2.203315556213407
200013314,1.984947140427378
200013318,2.059665901314762
200013319,2.0989871421632826
200013414,2.0874646703849016
200013445,2.1819378014664337
200013504,1.9887642273609587
200013540,2.1712103700204644
200013544,1.7799557217707909
200013830,1.8655027074794486
200014043,2.000924362206198
200014080,2.13523073860408
200014202,1.9905115245281122
200014258,2.074933682400714
200014394,1.5765539248271467
200014414,1.917636430105718
200014511,1.9898095519862986
200014643,1.8178165246014275
200014644,2.2066905058944943
200014646,1.6881135042524005
200014647,1.6475240719033069
